reflection_choice,memory_component_choice,memory_source,forget_effect,sim_strategy,example_demo,gpt_type,student_id,question_id,user_answer,agent_answer,correct_answer,choice_similarity,accuracy_similarity
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,4,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,5,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,8,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,302,11,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,7,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,10,2,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,479,12,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,7,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,8,0,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,9,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,10,0,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,742,12,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,2,None,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,3,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,6,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,7,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,8,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,9,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,10,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,352,11,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,2,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,7,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,9,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,10,3,1,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,493,12,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,1,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,2,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,3,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,4,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,5,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,8,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,11,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,546,12,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,3,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,4,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,11,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,517,12,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,3,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,4,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,5,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,8,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,274,11,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,1,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,3,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,7,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,10,1,1,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,11,0,3,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,463,12,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,6,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,7,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,10,0,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,11,2,3,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,432,12,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,3,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,4,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,7,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,11,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,514,12,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,2,2,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,3,0,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,5,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,8,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,9,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,319,11,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,1,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,5,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,7,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,8,0,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,10,1,1,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,11,2,3,0,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,489,12,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,1,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,2,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,7,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,8,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,10,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,667,11,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,1,2,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,2,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,3,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,4,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,5,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,7,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,8,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,10,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,636,11,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,1,1,1,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,3,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,5,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,7,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,9,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,10,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,11,0,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,155,12,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,1,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,4,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,6,3,1,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,7,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,8,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,10,2,1,3,0,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,694,12,2,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,3,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,4,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,5,1,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,8,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,10,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,11,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,515,12,0,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,1,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,2,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,3,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,4,2,2,2,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,6,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,7,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,9,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,8,3,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,10,1,0,1,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,11,3,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,544,12,3,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,1,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,2,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,3,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,4,1,0,0,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,5,3,3,3,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,6,1,1,1,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,7,0,3,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,8,1,2,2,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,9,0,0,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,10,3,1,3,0,0
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,11,3,3,0,1,1
no,KM+PM+MM+CM,real,only_recent_one,standard_cog,no,4,462,12,0,3,3,0,0
